search_term,count
"( Abnormality of the frontal hairline[tiab] OR  Abnormality of hairline at front of head[tiab] OR  Abnormality of the frontal hairline[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",15
"( Abnormality of the glabella[tiab] OR  Abnormality of the area between the eyebrows[tiab] OR  Glabellar abnormality[tiab] OR  Deformity of the area between the eyebrows[tiab] OR  Malformation of the area between the eyebrows[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",57
"( Abnormality of the metopic suture[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",53
"( Broad forehead[tiab] OR Intertemporal widening[tiab] OR  Broad forehead[tiab] OR  Increased bitemporal dimension[tiab] OR  Increased bitemporal width[tiab] OR  Wide forehead[tiab] OR  Increased width of the forehead[tiab] OR  Bitemporal widening[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",78
"( Flat forehead[tiab] OR Flattened forehead[tiab] OR  Frontal flattening[tiab] OR  Flat forehead[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",5
"( Frontal bossing[tiab] OR Frontal protruberance[tiab] OR  Skull bossing[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",238
"( Frontal hirsutism[tiab] OR Hirsute forehead[tiab] OR  Hairy forehead[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",5
"( High forehead[tiab] OR High forehead[tiab] OR  Tall forehead[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",90
"( Large forehead[tiab] OR Hypertrophy of forehead[tiab] OR  Increased size of frontal region of face[tiab] OR  Increased size of forehead[tiab] OR  Large forehead[tiab] OR  Hyperplasia of forehead[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",14
"( Narrow forehead[tiab] OR Intertemporal narrowing[tiab] OR  Decreased width of the forehead[tiab] OR  Bitemporal narrowness[tiab] OR  Bitemporal skull narrowing[tiab] OR  Narrow bitemporal width[tiab] OR  Bitemporal narrowing[tiab] OR  Narrow forehead[tiab] OR  Temporal narrowness[tiab] OR  Narrow bitemporal diameter[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",40
"( Prominent forehead[tiab] OR Protruding forehead[tiab] OR  Bulging forehead[tiab] OR  Prominence of frontal region[tiab] OR  Prominent forehead[tiab] OR  Pronounced forehead[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",236
"( Small forehead[tiab] OR  Decreased size of frontal region of face[tiab] OR  Hypoplasia of forehead[tiab] OR  Decreased size of forehead[tiab] OR  Small forehead[tiab] OR  Hypotrophic forehead[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",5
"( Vertical forehead creases[tiab] OR Frontal creases of face[tiab] OR  Vertical forehead wrinkles[tiab] OR  Vertical forehead creases[tiab] OR  Vertical forehead rhytids[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"( Sloping forehead[tiab] OR Inclined forehead[tiab] OR  Receding forehead[tiab] OR  Sloping forehead[tiab] OR  Posteriorly sloping forehead[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",24
"( Forehead hyperpigmentation[tiab] OR Darkening of the forehead[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",4
"( Facial asymmetry[tiab] OR  Unsymmetrical face[tiab] OR  Uneven face[tiab] OR  Asymmetry of right and left side of face[tiab] OR  Uneven sides of face[tiab] OR  Unbalanced face[tiab] OR  Asymmetry of face[tiab] OR  Unequal sides of face[tiab] OR  Crooked face[tiab] OR  Asymmetric facies[tiab] OR  Facial asymmetry[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",238
"( Large face[tiab] OR  Large face[tiab] OR  Large facies[tiab] OR  Big face[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",195
"( Small face[tiab] OR   Hypoplasia of face[tiab] OR  Small face[tiab] OR  Microfacies[tiab] OR  Facial hypoplasia[tiab] OR  Small facies[tiab] OR  Microface[tiab] OR  Short and narrow face[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",170
"( Coarse facial features[tiab] OR  Thickened facial skin with coarse facial features[tiab] OR  Coarse facial appearance[tiab] OR  Coarse facial features[tiab] OR  Coarse facies[tiab] OR  Coarse face[tiab] OR  ""Rounded and heavy facial features""[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",253
"( Facial shape deformation[tiab] OR  Facial shape compression[tiab] OR  Facial shape deformation[tiab] OR  Distortion of facial shape[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",4
"( Oval face[tiab] OR Oval facies[tiab] OR  Oval face[tiab] OR  Oval facial shape[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",8
"( Bird-like facies[tiab] OR Bird-like facial appearance[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",13
"( Elfin facies[tiab] OR Elf-like facial appearance[tiab] OR  Elf-like facial features[tiab] OR  Leprechaun facies[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",7
"( Triangular face[tiab] OR Triangular facies[tiab] OR  Triangular face[tiab] OR  Triangular facial shape[tiab] OR  Face with broad temples and narrow chin[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",125
"( Doll-like facies[tiab] OR  Doll-like facial appearance[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",4
"( Moon faciesPuffy facies[tiab] OR  Moon face[tiab] OR  Puffy face[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",14
"( Square face[tiab] OR Square face[tiab] OR  Square facies[tiab] OR  Square facial shape[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",28
"(Abnormality of the shape of the midface[tiab] OR Abnormality of the shape of the midface[tiab] OR  Abnormal morphology of the midface[tiab] OR  Dysmorphic midface[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",313
